361127;10884;1989
361127;13959;1993
361127;2040755;0
361127;12660;1993
361127;2380021;0
361127;11446;1994
361127;4100475;0
740210;10884;1989
1979613;2741952;0
1979613;364034;1993
1979613;10884;1989
1979613;2435927;0
1979613;11256;1990
1528687;3143810;0
1528687;10884;1989
1528687;2182029;0
1528687;3388687;0
1528687;2149170;0
1528687;3143509;0
1525597;10884;1989
1526574;2433459;0
1526574;10884;1989
1525843;10884;1989
1284848;10884;1989
1527104;13668;1991
1527104;10884;1989
1527104;13445;1992
1527104;2043559;0
1527104;14148;1993
490439;1985371;0
490439;2740869;0
490439;2740678;0
490439;10891;1995
490439;12684;1997
490439;363659;1979
490439;2182222;0
490439;3143787;0
490439;363632;1977
490439;363602;1994
490439;3462009;0
490439;13750;1996
490439;2434425;0
490439;363515;1983
710353;2740543;0
710353;2740486;0
710353;2435176;0
710353;10891;1995
710353;11276;1997
710353;2182222;0
710353;14287;1996
710353;3143186;0
710353;3462009;0
710353;2043382;0
710353;12697;1993
710353;2436346;0
710353;1985371;0
710353;13247;1997
11900;10914;1998
11900;10979;1998
11900;817636;1996
11900;2741476;0
11900;13996;1998
11900;10893;1996
11900;11217;1997
11900;14420;1997
11900;2042008;0
1527234;11744;1995
1527234;2181250;0
1527234;10979;1998
1527234;3143363;0
1527234;14312;1992
1527234;610763;1998
1527234;14380;1992
1527234;10893;1996
1527234;14350;1995
1527234;2181455;0
1527234;2182204;0
1527234;14420;1997
1527234;610612;1994
1527234;2045015;0
1527234;12088;1993
1527234;11900;1993
11849;10979;1998
11849;12106;1998
11849;10893;1996
11849;12088;1993
11849;2434777;0
11849;2148479;0
610294;10979;1998
610294;10893;1996
610294;610405;1994
275977;2148231;0
275977;10893;1996
275977;817575;1996
542083;12106;1998
542083;10979;1998
542083;3461636;0
542083;10893;1996
1622509;10893;1996
253116;10893;1996
12735;10979;1998
12735;10893;1996
11010;13810;1995
11010;10901;1993
1285294;2181385;0
1285294;2739850;0
1285294;2741899;0
1285294;363662;1979
1285294;710928;1979
1285294;610585;1996
1285294;2741018;0
1285294;2432923;0
1285294;2432541;0
1285294;10909;1998
1285294;363428;1982
1285294;363301;1982
1285294;711603;1984
1285294;2740159;0
1285294;2436418;0
1285294;2740934;0
1285294;363592;1990
1285294;2011210;0
1285294;2011214;0
1285294;2742222;0
1285294;363216;1988
1285294;2741845;0
1285294;710619;1976
1285294;2045276;0
1285294;2740962;0
1285294;2739964;0
1285294;2740863;0
363216;610688;1997
363216;363778;1992
363216;2040707;0
363216;2435203;0
363216;2740099;0
363216;610310;2000
363216;2044935;0
363216;2433287;0
363216;610953;1993
363216;2043401;0
363216;3461763;0
363216;363664;1992
363216;2434711;0
363216;2147355;0
363216;2740251;0
363216;10909;1998
363216;2147231;0
363216;13602;1996
363216;2040354;0
363216;2432930;0
363216;2741289;0
363216;2044331;0
363216;2435766;0
363216;2739894;0
363216;13369;1995
363216;3388606;0
363216;2182208;0
363216;363843;1990
363216;4099779;0
363216;4100036;0
363216;11078;1995
363216;14278;1990
363216;2434635;0
363216;2180685;0
363216;2432717;0
363216;2434640;0
363216;2435281;0
363216;610295;1993
363216;2044244;0
363216;2740053;0
363216;13655;1989
363216;710233;1990
363216;14556;1993
363216;2040542;0
363216;2041950;0
363216;2740599;0
363216;2434273;0
363216;2044770;0
363216;363238;1991
363216;2435177;0
363216;3945840;0
363216;13686;1993
363216;14327;1992
363216;14329;1989
363216;13821;1994
363296;2436096;0
363296;2436608;0
363296;3461633;0
363296;2741253;0
363296;2742286;0
363296;363537;1981
363296;2432541;0
363296;363550;1982
363296;364062;1988
363296;2436128;0
363296;610850;1993
363296;2741795;0
363296;2742314;0
363296;2435123;0
363296;2740278;0
363296;3076150;0
363296;2740792;0
363296;2742329;0
363296;2434619;0
363296;3385409;0
363296;2435138;0
363296;2042435;0
363296;2740294;0
363296;363592;1990
363296;2011210;0
363296;2435146;0
363296;364108;1992
363296;2011214;0
363296;363599;1986
363296;3143272;0
363296;2435177;0
363296;2044013;0
363296;2044028;0
363296;2740350;0
363296;2740863;0
363296;2436228;0
363296;610440;1997
363296;610953;1993
363296;2741387;0
363296;363662;1979
363296;10909;1998
363296;3076294;0
363296;363208;1986
363296;363216;1988
363296;2432211;0
363296;2740436;0
363296;363733;1982
363296;3946197;0
363296;2435807;0
363296;2740447;0
363296;2740962;0
363296;2027757;0
363296;3076846;0
363296;2432753;0
363296;2741496;0
363296;2740987;0
363296;363778;1992
363296;2434818;0
363296;2042628;0
363296;2740996;0
363296;2043656;0
363296;2742537;0
363296;363787;1976
363296;2742541;0
363296;710928;1979
363296;2181911;0
363296;2741018;0
363296;363803;1981
363296;2436382;0
363296;363298;1981
363296;2042667;0
363296;2042157;0
363296;2044719;0
363296;2742577;0
363296;710450;1984
363296;12599;1994
363296;2435390;0
363296;2433346;0
363296;363331;1979
363296;2436418;0
363296;2741059;0
363296;2180942;0
363296;363856;1984
363296;363350;1984
363296;2436442;0
363296;2045276;0
363296;2435935;0
363296;3076090;0
363296;2436455;0
363296;3075949;0
363296;2434929;0
363296;2740596;0
363296;13686;1993
363296;3076470;0
363296;363899;1980
363296;3388799;0
363296;2740099;0
363296;2148234;0
363296;363915;1982
363296;2436495;0
363296;2740112;0
363296;2435986;0
363296;2432410;0
363296;610715;1998
363296;2432923;0
363296;3075994;0
363296;2740640;0
363296;2433953;0
363296;13731;1996
363296;363428;1982
363296;2436007;0
363296;2040744;0
363296;363945;1996
363296;2044331;0
363296;2436012;0
363296;2740652;0
363296;2740656;0
363296;711603;1984
363296;2435520;0
363296;2742222;0
363296;2434000;0
363296;11219;1989
363296;3076568;0
363296;363995;1998
363296;363489;1991
363296;364004;1987
363296;2742257;0
363296;2741747;0
363296;2741242;0
363296;711676;1993
363296;3385341;0
363296;364030;1984
1626511;711208;1995
1626511;10914;1998
1626511;2042008;0
1626511;4100640;0
1569356;10914;1998
1569356;3143507;0
1569356;11133;1997
1569356;363462;1999
1623310;2041217;0
1623310;2739976;0
1623310;300809;1999
1623310;2741514;0
1623310;2740235;0
1623310;2742032;0
1623310;11537;1998
1623310;610709;2000
1623310;2040981;0
1623310;2434843;0
1623310;4100640;0
1623310;10914;1998
1623310;2740650;0
1623310;13996;1998
1623310;2045100;0
1623310;301495;1998
1623310;11707;1998
1623310;3144124;0
1623310;2436157;0
1623310;3076159;0
1623310;2043588;0
1623310;2148041;0
1623310;816595;1995
1623310;2434643;0
1623310;2045015;0
1623310;2114140;0
1623310;816608;1996
1623310;2741476;0
1623310;2182379;0
1623310;2042993;0
1623310;12533;1998
1623310;2740347;0
1623310;2432382;0
749640;10914;1998
749640;2182158;0
749640;2041487;0
749640;11696;1996
749640;2045136;0
749640;2741178;0
392605;10914;1998
392605;2040981;0
480997;710151;1985
480997;2435080;0
480997;2433041;0
480997;816659;1997
480997;710677;1984
480997;2043928;0
480997;364058;1983
480997;2043422;0
480997;2740776;0
480997;711737;1992
480997;2041917;0
480997;710721;1998
480997;2435138;0
